,_Collision Severity,Day Name,Speed Limit,Light Conditions,DateTime Rounded Hour,temperature_2m (°C),rain (mm),snowfall (cm)
9076,1,1,0.40298507462686567,1,2022-01-01 09:00:00,0.41108545034642036,0.0,0.0
5820,1,1,0.2537313432835821,1,2022-01-01 10:00:00,0.4318706697459585,0.0,0.0
4284,1,1,0.40298507462686567,1,2022-01-01 10:00:00,0.4318706697459585,0.0,0.0
2085,1,1,0.2537313432835821,1,2022-01-01 13:00:00,0.4688221709006929,0.0,0.0
12533,1,1,0.40298507462686567,1,2022-01-01 15:00:00,0.4411085450346421,0.0,0.0
7560,1,1,0.2537313432835821,2,2022-01-01 16:00:00,0.42494226327944573,0.0,0.0
6472,1,1,0.40298507462686567,1,2022-01-01 16:00:00,0.42494226327944573,0.0,0.0
9575,1,1,0.40298507462686567,2,2022-01-01 17:00:00,0.42725173210161665,0.0,0.0
12825,1,1,0.40298507462686567,2,2022-01-01 18:00:00,0.42494226327944573,0.0,0.0
21208,1,1,0.2537313432835821,2,2022-01-01 19:00:00,0.42725173210161665,0.0,0.0
522,1,1,0.2537313432835821,2,2022-01-01 20:00:00,0.420323325635104,0.0,0.0
12822,1,1,0.40298507462686567,2,2022-01-01 20:00:00,0.420323325635104,0.0,0.0
2619,1,1,0.40298507462686567,2,2022-01-01 21:00:00,0.42263279445727486,0.0,0.0
7399,2,1,0.2537313432835821,2,2022-01-01 21:00:00,0.42263279445727486,0.0,0.0
10486,1,1,0.2537313432835821,2,2022-01-01 21:00:00,0.42263279445727486,0.0,0.0
6375,1,1,0.2537313432835821,2,2022-01-01 22:00:00,0.42494226327944573,0.0,0.0
2668,1,1,0.40298507462686567,2,2022-01-01 22:00:00,0.42494226327944573,0.0,0.0
11600,3,1,1.0,5,2022-01-01 22:00:00,0.42494226327944573,0.0,0.0
10016,1,2,0.40298507462686567,2,2022-01-02 01:00:00,0.4133949191685912,0.0,0.0
3245,1,2,0.40298507462686567,2,2022-01-02 05:00:00,0.4087759815242495,0.006802721088435375,0.0
21047,1,2,0.40298507462686567,2,2022-01-02 06:00:00,0.4018475750577367,0.0,0.0
15435,2,2,0.40298507462686567,1,2022-01-02 06:00:00,0.4018475750577367,0.0,0.0
22612,1,2,0.40298507462686567,2,2022-01-02 06:00:00,0.4018475750577367,0.0,0.0
3669,2,2,0.40298507462686567,3,2022-01-02 06:00:00,0.4018475750577367,0.0,0.0
6554,1,2,0.2537313432835821,1,2022-01-02 07:00:00,0.38799076212471134,0.0,0.0
20441,1,2,0.2537313432835821,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
17929,1,2,0.40298507462686567,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
22830,1,2,0.2537313432835821,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
13011,1,2,0.40298507462686567,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
18194,1,2,0.2537313432835821,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
7427,1,2,0.40298507462686567,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
10529,1,2,0.2537313432835821,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
21322,1,2,0.2537313432835821,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
8315,1,2,0.40298507462686567,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
13836,1,2,0.40298507462686567,1,2022-01-02 08:00:00,0.37182448036951504,0.0,0.0
17456,1,2,0.40298507462686567,1,2022-01-02 09:00:00,0.3648960739030023,0.0,0.0
8153,1,2,0.2537313432835821,1,2022-01-02 09:00:00,0.3648960739030023,0.0,0.0
9007,1,2,0.40298507462686567,1,2022-01-02 09:00:00,0.3648960739030023,0.0,0.0
1921,1,2,0.7014925373134329,1,2022-01-02 09:00:00,0.3648960739030023,0.0,0.0
16593,1,2,0.40298507462686567,1,2022-01-02 10:00:00,0.3787528868360277,0.0,0.0
3433,1,2,0.40298507462686567,1,2022-01-02 10:00:00,0.3787528868360277,0.0,0.0
6765,1,2,0.40298507462686567,1,2022-01-02 10:00:00,0.3787528868360277,0.0,0.0
19494,1,2,0.40298507462686567,1,2022-01-02 10:00:00,0.3787528868360277,0.0,0.0
8708,1,2,0.5522388059701493,1,2022-01-02 10:00:00,0.3787528868360277,0.0,0.0
21824,1,2,0.2537313432835821,1,2022-01-02 11:00:00,0.39260969976905313,0.0,0.0
4799,1,2,0.2537313432835821,4,2022-01-02 12:00:00,0.3903002309468822,0.0,0.0
754,1,2,0.2537313432835821,1,2022-01-02 12:00:00,0.3903002309468822,0.0,0.0
18426,1,2,0.2537313432835821,1,2022-01-02 12:00:00,0.3903002309468822,0.0,0.0
20937,1,2,0.40298507462686567,1,2022-01-02 13:00:00,0.40415704387990764,0.0,0.0
3513,1,2,0.2537313432835821,1,2022-01-02 13:00:00,0.40415704387990764,0.0,0.0
15224,1,2,0.5522388059701493,1,2022-01-02 13:00:00,0.40415704387990764,0.0,0.0
17648,1,2,0.5522388059701493,1,2022-01-02 14:00:00,0.38337182448036955,0.06802721088435375,0.0
13968,1,2,0.2537313432835821,1,2022-01-02 14:00:00,0.38337182448036955,0.06802721088435375,0.0
12431,1,2,0.2537313432835821,1,2022-01-02 14:00:00,0.38337182448036955,0.06802721088435375,0.0
22826,1,2,0.2537313432835821,1,2022-01-02 15:00:00,0.36720554272517325,0.04081632653061225,0.0
2719,1,2,0.2537313432835821,1,2022-01-02 15:00:00,0.36720554272517325,0.04081632653061225,0.0
3867,1,2,0.2537313432835821,1,2022-01-02 15:00:00,0.36720554272517325,0.04081632653061225,0.0
7729,1,2,0.40298507462686567,1,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
5398,1,2,0.40298507462686567,1,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
21530,1,2,0.40298507462686567,4,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
7245,1,2,0.40298507462686567,1,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
885,1,2,0.40298507462686567,1,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
20598,1,2,0.2537313432835821,1,2022-01-02 16:00:00,0.37182448036951504,0.006802721088435375,0.0
6406,1,2,0.40298507462686567,2,2022-01-02 17:00:00,0.3579676674364896,0.01360544217687075,0.0
13610,1,2,0.2537313432835821,2,2022-01-02 17:00:00,0.3579676674364896,0.01360544217687075,0.0
20227,1,2,0.2537313432835821,2,2022-01-02 17:00:00,0.3579676674364896,0.01360544217687075,0.0
13141,1,2,0.40298507462686567,2,2022-01-02 18:00:00,0.35103926096997695,0.0,0.0
14627,1,2,0.7014925373134329,2,2022-01-02 18:00:00,0.35103926096997695,0.0,0.0
2892,1,2,0.40298507462686567,2,2022-01-02 18:00:00,0.35103926096997695,0.0,0.0
15383,1,2,0.2537313432835821,2,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
12158,1,2,0.2537313432835821,2,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
16197,2,2,0.2537313432835821,2,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
14775,1,2,0.2537313432835821,5,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
21468,1,2,0.2537313432835821,2,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
5108,1,2,0.2537313432835821,2,2022-01-02 19:00:00,0.3371824480369515,0.0,0.0
5913,1,2,0.2537313432835821,2,2022-01-02 20:00:00,0.33256351039260973,0.0,0.0
17673,1,2,0.40298507462686567,2,2022-01-02 20:00:00,0.33256351039260973,0.0,0.0
2348,1,2,0.40298507462686567,2,2022-01-02 20:00:00,0.33256351039260973,0.0,0.0
3714,1,2,0.40298507462686567,2,2022-01-02 20:00:00,0.33256351039260973,0.0,0.0
19094,1,2,0.5522388059701493,4,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
7468,1,2,0.40298507462686567,2,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
12893,1,2,0.40298507462686567,2,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
17924,1,2,0.40298507462686567,2,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
20771,1,2,0.40298507462686567,2,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
10708,1,2,0.2537313432835821,2,2022-01-02 21:00:00,0.33025404157043886,0.0,0.0
4315,1,2,0.40298507462686567,2,2022-01-02 22:00:00,0.33025404157043886,0.0,0.0
4038,1,2,0.40298507462686567,2,2022-01-02 23:00:00,0.325635103926097,0.0,0.0
5993,1,2,0.40298507462686567,2,2022-01-03 00:00:00,0.32794457274826794,0.0,0.0
10385,1,2,0.40298507462686567,2,2022-01-03 05:00:00,0.31639722863741343,0.0,0.0
21823,1,2,0.40298507462686567,4,2022-01-03 06:00:00,0.31177829099307164,0.0,0.0
23450,2,2,0.2537313432835821,1,2022-01-03 07:00:00,0.30484988452655887,0.0,0.0
18345,2,2,0.40298507462686567,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
15471,1,2,0.40298507462686567,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
8154,1,2,0.2537313432835821,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
15270,1,2,0.40298507462686567,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
5006,1,2,0.40298507462686567,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
20307,1,2,0.2537313432835821,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
11594,1,2,0.2537313432835821,1,2022-01-03 08:00:00,0.30254041570438805,0.0,0.0
18990,1,2,0.2537313432835821,1,2022-01-03 09:00:00,0.3140877598152425,0.0,0.0
17345,1,2,0.40298507462686567,1,2022-01-03 09:00:00,0.3140877598152425,0.0,0.0
4158,1,2,0.40298507462686567,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
10570,1,2,0.40298507462686567,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
10124,3,2,0.40298507462686567,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
22276,1,2,0.40298507462686567,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
16302,1,2,0.2537313432835821,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
3320,1,2,0.2537313432835821,1,2022-01-03 10:00:00,0.33949191685912244,0.0,0.0
10225,1,2,0.40298507462686567,1,2022-01-03 11:00:00,0.35565819861431874,0.0,0.0
3659,1,2,0.40298507462686567,1,2022-01-03 12:00:00,0.3579676674364896,0.0,0.0
17122,1,2,0.2537313432835821,1,2022-01-03 13:00:00,0.36027713625866054,0.0,0.0
4423,1,2,0.2537313432835821,1,2022-01-03 13:00:00,0.36027713625866054,0.0,0.0
16772,1,2,0.2537313432835821,1,2022-01-03 13:00:00,0.36027713625866054,0.0,0.0
21245,1,2,0.5522388059701493,1,2022-01-03 14:00:00,0.36027713625866054,0.0,0.0
9223,1,2,0.2537313432835821,1,2022-01-03 15:00:00,0.3533487297921478,0.0,0.0
9708,1,2,0.40298507462686567,1,2022-01-03 15:00:00,0.3533487297921478,0.0,0.0
14090,1,2,0.40298507462686567,1,2022-01-03 15:00:00,0.3533487297921478,0.0,0.0
16926,2,2,0.2537313432835821,1,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
230,1,2,0.40298507462686567,1,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
21489,2,2,0.2537313432835821,2,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
16727,1,2,0.2537313432835821,1,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
13833,1,2,0.7014925373134329,1,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
13614,1,2,0.40298507462686567,1,2022-01-03 16:00:00,0.3371824480369515,0.0,0.0
11674,1,2,0.2537313432835821,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
6752,1,2,0.40298507462686567,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
16224,1,2,0.40298507462686567,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
10191,1,2,0.40298507462686567,1,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
8777,1,2,0.2537313432835821,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
7327,1,2,0.2537313432835821,1,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
6388,1,2,0.2537313432835821,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
16257,1,2,0.2537313432835821,1,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
10726,2,2,0.2537313432835821,2,2022-01-03 17:00:00,0.325635103926097,0.0,0.0
7411,2,2,0.40298507462686567,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
1869,1,2,0.40298507462686567,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
19780,1,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
16013,2,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
20388,1,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
8065,2,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
16430,1,2,0.40298507462686567,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
3207,1,2,0.40298507462686567,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
17799,1,2,0.40298507462686567,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
376,1,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
7907,1,2,0.2537313432835821,5,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
13424,2,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
21994,2,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
623,1,2,0.2537313432835821,2,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
14301,1,2,0.2537313432835821,4,2022-01-03 18:00:00,0.31870669745958435,0.0,0.0
5072,1,2,0.2537313432835821,2,2022-01-03 19:00:00,0.3094688221709007,0.0,0.0
12327,1,2,0.2537313432835821,2,2022-01-03 19:00:00,0.3094688221709007,0.0,0.0
7948,1,2,0.2537313432835821,2,2022-01-03 19:00:00,0.3094688221709007,0.0,0.0
9244,1,2,0.2537313432835821,2,2022-01-03 19:00:00,0.3094688221709007,0.0,0.0
8425,1,2,0.2537313432835821,2,2022-01-03 19:00:00,0.3094688221709007,0.0,0.0
8944,1,2,0.2537313432835821,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
22970,1,2,0.2537313432835821,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
10590,1,2,0.2537313432835821,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
15440,1,2,0.2537313432835821,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
8798,1,2,0.40298507462686567,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
14452,1,2,0.40298507462686567,2,2022-01-03 20:00:00,0.30254041570438805,0.0,0.0
4931,1,2,0.40298507462686567,2,2022-01-03 21:00:00,0.29561200923787534,0.0,0.0
16962,1,2,0.40298507462686567,2,2022-01-03 21:00:00,0.29561200923787534,0.0,0.0
5519,2,2,0.7014925373134329,2,2022-01-03 22:00:00,0.29099307159353355,0.0,0.0
18935,1,2,0.2537313432835821,2,2022-01-03 22:00:00,0.29099307159353355,0.0,0.0
16462,1,2,0.40298507462686567,2,2022-01-03 22:00:00,0.29099307159353355,0.0,0.0
9300,1,2,0.5522388059701493,4,2022-01-03 23:00:00,0.2863741339491917,0.0,0.0
12703,1,2,0.40298507462686567,2,2022-01-03 23:00:00,0.2863741339491917,0.0,0.0
3933,1,2,0.40298507462686567,2,2022-01-03 23:00:00,0.2863741339491917,0.0,0.0
4571,2,2,0.2537313432835821,2,2022-01-03 23:00:00,0.2863741339491917,0.0,0.0
4841,1,2,0.40298507462686567,2,2022-01-03 23:00:00,0.2863741339491917,0.0,0.0
143,2,3,0.2537313432835821,2,2022-01-04 01:00:00,0.30715935334872985,0.0,0.0
20503,1,3,0.5522388059701493,2,2022-01-04 01:00:00,0.30715935334872985,0.0,0.0
22903,2,3,0.2537313432835821,2,2022-01-04 01:00:00,0.30715935334872985,0.0,0.0
3915,1,3,0.2537313432835821,2,2022-01-04 02:00:00,0.2979214780600462,0.0,0.0
9955,2,3,0.5522388059701493,1,2022-01-04 06:00:00,0.2771362586605081,0.0,0.0
3201,1,3,0.2537313432835821,1,2022-01-04 06:00:00,0.2771362586605081,0.0,0.0
1796,1,3,0.40298507462686567,1,2022-01-04 07:00:00,0.2655889145496536,0.0,0.0
10510,1,3,0.40298507462686567,1,2022-01-04 08:00:00,0.26789838337182453,0.06122448979591837,0.0
396,1,3,0.2537313432835821,1,2022-01-04 08:00:00,0.26789838337182453,0.06122448979591837,0.0
16542,1,3,0.40298507462686567,1,2022-01-04 08:00:00,0.26789838337182453,0.06122448979591837,0.0
5516,2,3,0.2537313432835821,1,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
1121,1,3,0.40298507462686567,1,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
20711,1,3,0.40298507462686567,4,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
22999,1,3,0.40298507462686567,1,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
15614,1,3,0.2537313432835821,1,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
8349,1,3,0.40298507462686567,1,2022-01-04 09:00:00,0.2817551963048499,0.006802721088435375,0.0
11746,2,3,0.40298507462686567,1,2022-01-04 11:00:00,0.233256351039261,0.034013605442176874,0.0
1874,1,3,0.40298507462686567,1,2022-01-04 12:00:00,0.2147806004618938,0.006802721088435375,0.0
3086,1,3,0.40298507462686567,1,2022-01-04 12:00:00,0.2147806004618938,0.006802721088435375,0.0
18223,1,3,0.40298507462686567,1,2022-01-04 12:00:00,0.2147806004618938,0.006802721088435375,0.0
5623,1,3,0.40298507462686567,1,2022-01-04 12:00:00,0.2147806004618938,0.006802721088435375,0.0
14945,2,3,0.40298507462686567,1,2022-01-04 12:00:00,0.2147806004618938,0.006802721088435375,0.0
20815,1,3,0.40298507462686567,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
20250,1,3,0.2537313432835821,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
21024,1,3,0.2537313432835821,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
21886,1,3,0.2537313432835821,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
12576,1,3,0.2537313432835821,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
22589,1,3,0.40298507462686567,1,2022-01-04 13:00:00,0.210161662817552,0.0272108843537415,0.0
11231,1,3,0.40298507462686567,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
16606,1,3,0.40298507462686567,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
16507,1,3,0.40298507462686567,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
11405,1,3,0.2537313432835821,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
6340,1,3,0.2537313432835821,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
5216,1,3,0.5522388059701493,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
14406,1,3,0.2537313432835821,1,2022-01-04 14:00:00,0.20785219399538107,0.006802721088435375,0.0
17312,1,3,0.2537313432835821,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
15798,2,3,0.40298507462686567,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
16906,2,3,0.2537313432835821,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
3391,1,3,0.40298507462686567,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
7016,1,3,0.40298507462686567,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
7564,1,3,0.2537313432835821,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
19800,1,3,0.40298507462686567,1,2022-01-04 15:00:00,0.20554272517321018,0.006802721088435375,0.0
4054,1,3,0.40298507462686567,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
3948,1,3,0.2537313432835821,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
21163,2,3,0.2537313432835821,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
21057,1,3,0.40298507462686567,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
1113,1,3,0.2537313432835821,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
5602,1,3,0.40298507462686567,1,2022-01-04 16:00:00,0.20092378752886836,0.0,0.0
8325,2,3,0.2537313432835821,1,2022-01-04 17:00:00,0.16628175519630486,0.0,0.0
6345,1,3,0.40298507462686567,1,2022-01-04 17:00:00,0.16628175519630486,0.0,0.0
3875,1,3,0.2537313432835821,1,2022-01-04 17:00:00,0.16628175519630486,0.0,0.0
12350,2,3,0.40298507462686567,1,2022-01-04 17:00:00,0.16628175519630486,0.0,0.0
13839,1,3,0.2537313432835821,1,2022-01-04 18:00:00,0.15473441108545036,0.0,0.0
6596,1,3,0.5522388059701493,1,2022-01-04 18:00:00,0.15473441108545036,0.0,0.0
1302,1,3,0.7014925373134329,2,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
22804,1,3,0.2537313432835821,2,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
21913,1,3,0.5522388059701493,1,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
5061,1,3,0.2537313432835821,2,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
7414,1,3,0.40298507462686567,1,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
21147,1,3,0.2537313432835821,1,2022-01-04 19:00:00,0.15011547344110857,0.0,0.0
8860,1,3,0.2537313432835821,2,2022-01-04 20:00:00,0.15935334872979218,0.0,0.0
7572,1,3,0.2537313432835821,3,2022-01-04 20:00:00,0.15935334872979218,0.0,0.0
5176,1,3,0.5522388059701493,2,2022-01-04 20:00:00,0.15935334872979218,0.0,0.0
18930,1,3,0.40298507462686567,2,2022-01-04 20:00:00,0.15935334872979218,0.0,0.0
7111,2,3,0.2537313432835821,2,2022-01-04 20:00:00,0.15935334872979218,0.0,0.0
23155,1,3,0.40298507462686567,2,2022-01-04 21:00:00,0.15473441108545036,0.0,0.0
8975,1,3,0.2537313432835821,4,2022-01-04 21:00:00,0.15473441108545036,0.0,0.0
6649,2,3,0.2537313432835821,2,2022-01-04 22:00:00,0.15242494226327946,0.0,0.0
19154,1,3,0.40298507462686567,2,2022-01-04 23:00:00,0.15011547344110857,0.0,0.0
3952,1,3,0.2537313432835821,2,2022-01-04 23:00:00,0.15011547344110857,0.0,0.0
6763,1,4,0.40298507462686567,2,2022-01-05 00:00:00,0.15935334872979218,0.0,0.0
7112,1,4,0.2537313432835821,2,2022-01-05 00:00:00,0.15935334872979218,0.0,0.0
16995,2,4,0.40298507462686567,2,2022-01-05 01:00:00,0.15935334872979218,0.0,0.0
13816,1,4,0.40298507462686567,2,2022-01-05 01:00:00,0.15935334872979218,0.0,0.0
1823,3,4,0.40298507462686567,2,2022-01-05 01:00:00,0.15935334872979218,0.0,0.0
14283,2,4,0.40298507462686567,2,2022-01-05 02:00:00,0.15935334872979218,0.0,0.0
10324,1,4,0.40298507462686567,2,2022-01-05 02:00:00,0.15935334872979218,0.0,0.0
19012,2,4,0.40298507462686567,2,2022-01-05 02:00:00,0.15935334872979218,0.0,0.0
9629,1,4,0.40298507462686567,2,2022-01-05 03:00:00,0.16166281755196307,0.0,0.0
1410,1,4,0.40298507462686567,1,2022-01-05 04:00:00,0.16166281755196307,0.0,0.0
1154,1,4,0.40298507462686567,1,2022-01-05 05:00:00,0.16166281755196307,0.0,0.0
15735,1,4,0.40298507462686567,1,2022-01-05 06:00:00,0.16397228637413397,0.0,0.0
17216,2,4,0.40298507462686567,1,2022-01-05 07:00:00,0.16397228637413397,0.0,0.0
15981,1,4,0.2537313432835821,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
14821,1,4,0.40298507462686567,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
15058,1,4,0.40298507462686567,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
3528,2,4,0.2537313432835821,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
6027,1,4,0.40298507462686567,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
16331,1,4,0.2537313432835821,1,2022-01-05 09:00:00,0.17321016166281755,0.0,0.0
17684,2,4,0.5522388059701493,1,2022-01-05 10:00:00,0.20092378752886836,0.0,0.0
17500,1,4,0.40298507462686567,1,2022-01-05 10:00:00,0.20092378752886836,0.0,0.0
20196,1,4,0.5522388059701493,1,2022-01-05 11:00:00,0.2217090069284065,0.0,0.0
23222,1,4,0.40298507462686567,1,2022-01-05 11:00:00,0.2217090069284065,0.0,0.0
4899,1,4,0.40298507462686567,1,2022-01-05 11:00:00,0.2217090069284065,0.0,0.0
12151,1,4,0.2537313432835821,1,2022-01-05 12:00:00,0.24480369515011552,0.0,0.0
10427,1,4,0.2537313432835821,1,2022-01-05 12:00:00,0.24480369515011552,0.0,0.0
13849,2,4,0.2537313432835821,1,2022-01-05 12:00:00,0.24480369515011552,0.0,0.0
17649,1,4,0.2537313432835821,1,2022-01-05 12:00:00,0.24480369515011552,0.0,0.0
