,time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),date
1279,07:00:00,2.7,94,0.0,0.0,0.0,2022-02-23
1280,08:00:00,3.8,93,0.0,0.0,0.0,2022-02-23
1281,09:00:00,6.0,89,0.0,0.0,0.0,2022-02-23
1282,10:00:00,8.3,83,0.0,0.0,0.0,2022-02-23
1283,11:00:00,9.8,69,0.0,0.0,0.0,2022-02-23
1284,12:00:00,10.5,59,0.1,0.1,0.0,2022-02-23
1285,13:00:00,10.2,67,0.0,0.0,0.0,2022-02-23
1286,14:00:00,9.9,70,0.0,0.0,0.0,2022-02-23
1287,15:00:00,9.2,76,0.0,0.0,0.0,2022-02-23
1288,16:00:00,9.3,74,0.0,0.0,0.0,2022-02-23
1289,17:00:00,9.0,74,0.0,0.0,0.0,2022-02-23
1290,18:00:00,8.6,74,0.0,0.0,0.0,2022-02-23
1291,19:00:00,8.4,75,0.0,0.0,0.0,2022-02-23
1292,20:00:00,7.8,81,0.0,0.0,0.0,2022-02-23
1293,21:00:00,7.5,85,0.0,0.0,0.0,2022-02-23
1294,22:00:00,7.2,87,0.0,0.0,0.0,2022-02-23
1295,23:00:00,7.2,88,0.0,0.0,0.0,2022-02-23
1296,00:00:00,7.1,86,0.0,0.0,0.0,2022-02-24
1297,01:00:00,7.2,86,0.0,0.0,0.0,2022-02-24
1298,02:00:00,7.2,89,0.0,0.0,0.0,2022-02-24
1299,03:00:00,7.4,89,0.0,0.0,0.0,2022-02-24
1300,04:00:00,7.5,88,0.0,0.0,0.0,2022-02-24
1301,05:00:00,7.9,87,0.0,0.0,0.0,2022-02-24
1302,06:00:00,8.3,85,0.1,0.1,0.0,2022-02-24
1303,07:00:00,8.3,85,0.4,0.4,0.0,2022-02-24
1304,08:00:00,7.2,86,2.1,2.1,0.0,2022-02-24
1305,09:00:00,6.2,82,0.5,0.5,0.0,2022-02-24
1306,10:00:00,6.4,81,0.1,0.1,0.0,2022-02-24
1307,11:00:00,6.2,74,0.2,0.2,0.0,2022-02-24
1308,12:00:00,5.5,68,0.1,0.1,0.0,2022-02-24
1309,13:00:00,6.3,60,0.1,0.1,0.0,2022-02-24
1310,14:00:00,6.8,47,0.0,0.0,0.0,2022-02-24
1311,15:00:00,6.9,52,0.0,0.0,0.0,2022-02-24
1312,16:00:00,6.4,48,0.0,0.0,0.0,2022-02-24
1313,17:00:00,5.4,52,0.0,0.0,0.0,2022-02-24
1314,18:00:00,4.3,59,0.0,0.0,0.0,2022-02-24
1315,19:00:00,3.9,61,0.0,0.0,0.0,2022-02-24
1316,20:00:00,3.5,62,0.0,0.0,0.0,2022-02-24
1317,21:00:00,3.2,65,0.0,0.0,0.0,2022-02-24
1318,22:00:00,3.1,68,0.0,0.0,0.0,2022-02-24
1319,23:00:00,3.1,71,0.0,0.0,0.0,2022-02-24
1320,00:00:00,3.9,65,0.0,0.0,0.0,2022-02-25
1321,01:00:00,3.9,65,0.0,0.0,0.0,2022-02-25
1322,02:00:00,4.2,65,0.0,0.0,0.0,2022-02-25
1323,03:00:00,4.2,69,0.0,0.0,0.0,2022-02-25
1324,04:00:00,3.9,71,0.0,0.0,0.0,2022-02-25
1325,05:00:00,3.6,73,0.0,0.0,0.0,2022-02-25
1326,06:00:00,3.3,76,0.0,0.0,0.0,2022-02-25
1327,07:00:00,3.1,78,0.0,0.0,0.0,2022-02-25
1328,08:00:00,4.2,76,0.0,0.0,0.0,2022-02-25
1329,09:00:00,6.0,71,0.0,0.0,0.0,2022-02-25
1330,10:00:00,7.3,68,0.0,0.0,0.0,2022-02-25
1331,11:00:00,8.4,64,0.0,0.0,0.0,2022-02-25
1332,12:00:00,9.4,58,0.0,0.0,0.0,2022-02-25
1333,13:00:00,10.0,54,0.0,0.0,0.0,2022-02-25
1334,14:00:00,10.4,50,0.0,0.0,0.0,2022-02-25
1335,15:00:00,10.2,49,0.0,0.0,0.0,2022-02-25
1336,16:00:00,9.7,51,0.0,0.0,0.0,2022-02-25
1337,17:00:00,7.3,68,0.0,0.0,0.0,2022-02-25
1338,18:00:00,5.0,75,0.0,0.0,0.0,2022-02-25
1339,19:00:00,6.6,65,0.0,0.0,0.0,2022-02-25
1340,20:00:00,6.0,68,0.0,0.0,0.0,2022-02-25
1341,21:00:00,3.2,79,0.0,0.0,0.0,2022-02-25
1342,22:00:00,1.1,88,0.0,0.0,0.0,2022-02-25
1343,23:00:00,0.7,90,0.0,0.0,0.0,2022-02-25
1344,00:00:00,1.2,92,0.0,0.0,0.0,2022-02-26
1345,01:00:00,-0.2,95,0.0,0.0,0.0,2022-02-26
1346,02:00:00,0.2,94,0.0,0.0,0.0,2022-02-26
1347,03:00:00,-0.3,94,0.0,0.0,0.0,2022-02-26
1348,04:00:00,0.3,91,0.0,0.0,0.0,2022-02-26
1349,05:00:00,0.8,89,0.0,0.0,0.0,2022-02-26
1350,06:00:00,0.9,89,0.0,0.0,0.0,2022-02-26
1351,07:00:00,1.5,89,0.0,0.0,0.0,2022-02-26
1352,08:00:00,4.4,86,0.0,0.0,0.0,2022-02-26
1353,09:00:00,7.0,80,0.0,0.0,0.0,2022-02-26
1354,10:00:00,8.6,72,0.0,0.0,0.0,2022-02-26
1355,11:00:00,9.4,63,0.0,0.0,0.0,2022-02-26
1356,12:00:00,10.0,60,0.0,0.0,0.0,2022-02-26
1357,13:00:00,10.0,58,0.0,0.0,0.0,2022-02-26
1358,14:00:00,9.9,58,0.0,0.0,0.0,2022-02-26
1359,15:00:00,9.4,57,0.0,0.0,0.0,2022-02-26
1360,16:00:00,8.6,59,0.0,0.0,0.0,2022-02-26
1361,17:00:00,6.9,65,0.0,0.0,0.0,2022-02-26
1362,18:00:00,4.7,74,0.0,0.0,0.0,2022-02-26
1363,19:00:00,3.9,80,0.0,0.0,0.0,2022-02-26
1364,20:00:00,3.9,81,0.0,0.0,0.0,2022-02-26
1365,21:00:00,4.1,79,0.0,0.0,0.0,2022-02-26
1366,22:00:00,3.9,76,0.0,0.0,0.0,2022-02-26
1367,23:00:00,3.6,74,0.0,0.0,0.0,2022-02-26
1368,00:00:00,3.7,73,0.0,0.0,0.0,2022-02-27
1369,01:00:00,3.7,74,0.0,0.0,0.0,2022-02-27
1370,02:00:00,3.3,75,0.0,0.0,0.0,2022-02-27
1371,03:00:00,3.0,77,0.0,0.0,0.0,2022-02-27
1372,04:00:00,2.6,79,0.0,0.0,0.0,2022-02-27
1373,05:00:00,2.1,81,0.0,0.0,0.0,2022-02-27
1374,06:00:00,2.0,80,0.0,0.0,0.0,2022-02-27
1375,07:00:00,1.8,80,0.0,0.0,0.0,2022-02-27
1376,08:00:00,3.0,76,0.0,0.0,0.0,2022-02-27
1377,09:00:00,4.7,72,0.0,0.0,0.0,2022-02-27
1378,10:00:00,6.3,67,0.0,0.0,0.0,2022-02-27
1379,11:00:00,7.4,64,0.0,0.0,0.0,2022-02-27
1380,12:00:00,9.0,59,0.0,0.0,0.0,2022-02-27
1381,13:00:00,9.4,59,0.0,0.0,0.0,2022-02-27
1382,14:00:00,9.5,57,0.0,0.0,0.0,2022-02-27
1383,15:00:00,9.1,58,0.0,0.0,0.0,2022-02-27
1384,16:00:00,8.1,62,0.0,0.0,0.0,2022-02-27
1385,17:00:00,6.8,68,0.0,0.0,0.0,2022-02-27
1386,18:00:00,4.7,75,0.0,0.0,0.0,2022-02-27
1387,19:00:00,4.6,75,0.0,0.0,0.0,2022-02-27
1388,20:00:00,4.9,74,0.0,0.0,0.0,2022-02-27
1389,21:00:00,5.1,74,0.0,0.0,0.0,2022-02-27
1390,22:00:00,5.2,75,0.0,0.0,0.0,2022-02-27
1391,23:00:00,5.3,76,0.0,0.0,0.0,2022-02-27
1392,00:00:00,5.2,78,0.0,0.0,0.0,2022-02-28
1393,01:00:00,5.2,81,0.0,0.0,0.0,2022-02-28
1394,02:00:00,5.1,83,0.0,0.0,0.0,2022-02-28
1395,03:00:00,5.2,85,0.0,0.0,0.0,2022-02-28
1396,04:00:00,5.3,87,0.0,0.0,0.0,2022-02-28
1397,05:00:00,5.8,88,0.0,0.0,0.0,2022-02-28
1398,06:00:00,6.4,88,0.0,0.0,0.0,2022-02-28
1399,07:00:00,7.4,85,0.0,0.0,0.0,2022-02-28
1400,08:00:00,8.2,83,0.0,0.0,0.0,2022-02-28
1401,09:00:00,9.3,82,0.0,0.0,0.0,2022-02-28
1402,10:00:00,9.8,82,0.0,0.0,0.0,2022-02-28
1403,11:00:00,11.0,74,0.0,0.0,0.0,2022-02-28
1404,12:00:00,12.2,67,0.0,0.0,0.0,2022-02-28
1405,13:00:00,12.5,67,0.0,0.0,0.0,2022-02-28
1406,14:00:00,11.6,74,0.0,0.0,0.0,2022-02-28
1407,15:00:00,11.5,76,0.0,0.0,0.0,2022-02-28
1408,16:00:00,11.1,75,0.0,0.0,0.0,2022-02-28
1409,17:00:00,10.3,79,0.0,0.0,0.0,2022-02-28
1410,18:00:00,9.7,83,0.0,0.0,0.0,2022-02-28
1411,19:00:00,9.4,87,0.3,0.3,0.0,2022-02-28
1412,20:00:00,9.3,88,0.4,0.4,0.0,2022-02-28
1413,21:00:00,9.5,90,1.0,1.0,0.0,2022-02-28
1414,22:00:00,9.8,91,1.3,1.3,0.0,2022-02-28
1415,23:00:00,9.9,92,0.5,0.5,0.0,2022-02-28
1416,00:00:00,9.5,94,0.1,0.1,0.0,2022-03-01
1417,01:00:00,9.4,95,0.6,0.6,0.0,2022-03-01
1418,02:00:00,9.3,95,1.4,1.4,0.0,2022-03-01
1419,03:00:00,8.9,96,0.9,0.9,0.0,2022-03-01
1420,04:00:00,8.6,97,0.9,0.9,0.0,2022-03-01
1421,05:00:00,8.4,95,0.8,0.8,0.0,2022-03-01
1422,06:00:00,7.9,94,0.1,0.1,0.0,2022-03-01
1423,07:00:00,7.8,94,0.1,0.1,0.0,2022-03-01
1424,08:00:00,7.8,93,0.2,0.2,0.0,2022-03-01
1425,09:00:00,7.7,91,0.1,0.1,0.0,2022-03-01
1426,10:00:00,7.6,91,0.1,0.1,0.0,2022-03-01
1427,11:00:00,7.6,91,0.1,0.1,0.0,2022-03-01
1428,12:00:00,7.9,91,0.1,0.1,0.0,2022-03-01
1429,13:00:00,8.1,91,0.1,0.1,0.0,2022-03-01
1430,14:00:00,8.9,87,0.0,0.0,0.0,2022-03-01
1431,15:00:00,8.8,88,0.2,0.2,0.0,2022-03-01
1432,16:00:00,8.4,92,0.3,0.3,0.0,2022-03-01
1433,17:00:00,8.2,94,0.3,0.3,0.0,2022-03-01
1434,18:00:00,8.0,95,0.5,0.5,0.0,2022-03-01
1435,19:00:00,7.6,95,0.8,0.8,0.0,2022-03-01
1436,20:00:00,7.0,94,0.7,0.7,0.0,2022-03-01
1437,21:00:00,6.7,94,0.4,0.4,0.0,2022-03-01
1438,22:00:00,6.6,95,0.5,0.5,0.0,2022-03-01
1439,23:00:00,6.6,95,0.9,0.9,0.0,2022-03-01
1440,00:00:00,6.4,95,0.8,0.8,0.0,2022-03-02
1441,01:00:00,6.5,96,0.7,0.7,0.0,2022-03-02
1442,02:00:00,6.6,95,0.7,0.7,0.0,2022-03-02
1443,03:00:00,6.5,94,0.7,0.7,0.0,2022-03-02
1444,04:00:00,6.3,93,0.9,0.9,0.0,2022-03-02
1445,05:00:00,6.1,93,0.6,0.6,0.0,2022-03-02
1446,06:00:00,6.0,93,0.3,0.3,0.0,2022-03-02
1447,07:00:00,5.9,92,0.3,0.3,0.0,2022-03-02
1448,08:00:00,6.0,90,0.1,0.1,0.0,2022-03-02
1449,09:00:00,6.2,89,0.5,0.5,0.0,2022-03-02
1450,10:00:00,6.3,89,0.7,0.7,0.0,2022-03-02
1451,11:00:00,6.7,84,0.3,0.3,0.0,2022-03-02
1452,12:00:00,7.9,79,0.2,0.2,0.0,2022-03-02
1453,13:00:00,7.8,79,0.9,0.9,0.0,2022-03-02
1454,14:00:00,7.5,82,0.5,0.5,0.0,2022-03-02
1455,15:00:00,7.4,80,0.1,0.1,0.0,2022-03-02
1456,16:00:00,6.9,82,0.0,0.0,0.0,2022-03-02
1457,17:00:00,6.8,83,0.0,0.0,0.0,2022-03-02
1458,18:00:00,6.5,79,0.0,0.0,0.0,2022-03-02
1459,19:00:00,6.4,76,0.0,0.0,0.0,2022-03-02
1460,20:00:00,5.6,77,0.0,0.0,0.0,2022-03-02
1461,21:00:00,4.8,79,0.0,0.0,0.0,2022-03-02
1462,22:00:00,4.6,79,0.0,0.0,0.0,2022-03-02
1463,23:00:00,4.3,82,0.0,0.0,0.0,2022-03-02
1464,00:00:00,6.1,83,0.0,0.0,0.0,2022-03-03
1465,01:00:00,5.3,88,0.0,0.0,0.0,2022-03-03
1466,02:00:00,5.7,87,0.0,0.0,0.0,2022-03-03
1467,03:00:00,6.1,85,0.0,0.0,0.0,2022-03-03
1468,04:00:00,6.2,86,0.0,0.0,0.0,2022-03-03
1469,05:00:00,6.3,87,0.0,0.0,0.0,2022-03-03
1470,06:00:00,5.9,91,0.0,0.0,0.0,2022-03-03
1471,07:00:00,6.1,92,0.0,0.0,0.0,2022-03-03
1472,08:00:00,6.9,91,0.0,0.0,0.0,2022-03-03
1473,09:00:00,8.4,89,0.0,0.0,0.0,2022-03-03
1474,10:00:00,9.9,87,0.0,0.0,0.0,2022-03-03
1475,11:00:00,10.5,85,0.0,0.0,0.0,2022-03-03
1476,12:00:00,10.9,82,0.1,0.1,0.0,2022-03-03
1477,13:00:00,12.3,72,0.0,0.0,0.0,2022-03-03
1478,14:00:00,12.6,69,0.0,0.0,0.0,2022-03-03
1479,15:00:00,12.4,70,0.0,0.0,0.0,2022-03-03
1480,16:00:00,11.9,73,0.0,0.0,0.0,2022-03-03
1481,17:00:00,10.9,80,0.0,0.0,0.0,2022-03-03
1482,18:00:00,9.6,87,0.0,0.0,0.0,2022-03-03
1483,19:00:00,8.7,92,0.0,0.0,0.0,2022-03-03
1484,20:00:00,8.3,94,0.0,0.0,0.0,2022-03-03
1485,21:00:00,8.6,93,0.0,0.0,0.0,2022-03-03
1486,22:00:00,9.0,90,0.0,0.0,0.0,2022-03-03
1487,23:00:00,9.0,90,0.2,0.2,0.0,2022-03-03
1488,00:00:00,7.9,95,0.2,0.2,0.0,2022-03-04
1489,01:00:00,8.2,94,0.1,0.1,0.0,2022-03-04
1490,02:00:00,7.8,96,0.0,0.0,0.0,2022-03-04
1491,03:00:00,7.3,97,0.0,0.0,0.0,2022-03-04
1492,04:00:00,7.4,97,0.0,0.0,0.0,2022-03-04
1493,05:00:00,7.3,97,0.0,0.0,0.0,2022-03-04
1494,06:00:00,7.6,96,0.0,0.0,0.0,2022-03-04
1495,07:00:00,7.7,96,0.0,0.0,0.0,2022-03-04
1496,08:00:00,8.0,95,0.0,0.0,0.0,2022-03-04
1497,09:00:00,8.3,91,0.0,0.0,0.0,2022-03-04
1498,10:00:00,8.4,88,0.0,0.0,0.0,2022-03-04
1499,11:00:00,8.1,86,0.0,0.0,0.0,2022-03-04
1500,12:00:00,8.1,84,0.0,0.0,0.0,2022-03-04
1501,13:00:00,7.8,84,0.1,0.1,0.0,2022-03-04
1502,14:00:00,7.6,85,0.1,0.1,0.0,2022-03-04
1503,15:00:00,7.4,85,0.3,0.3,0.0,2022-03-04
1504,16:00:00,6.9,90,0.4,0.4,0.0,2022-03-04
1505,17:00:00,6.5,90,0.5,0.5,0.0,2022-03-04
1506,18:00:00,6.2,90,0.3,0.3,0.0,2022-03-04
1507,19:00:00,6.1,89,0.1,0.1,0.0,2022-03-04
1508,20:00:00,5.7,88,0.0,0.0,0.0,2022-03-04
1509,21:00:00,5.4,88,0.0,0.0,0.0,2022-03-04
1510,22:00:00,5.0,90,0.0,0.0,0.0,2022-03-04
1511,23:00:00,5.0,91,0.0,0.0,0.0,2022-03-04
1512,00:00:00,5.5,89,0.0,0.0,0.0,2022-03-05
1513,01:00:00,5.3,90,0.1,0.1,0.0,2022-03-05
1514,02:00:00,4.8,92,0.1,0.1,0.0,2022-03-05
1515,03:00:00,4.8,91,0.0,0.0,0.0,2022-03-05
1516,04:00:00,5.0,90,0.0,0.0,0.0,2022-03-05
1517,05:00:00,5.2,89,0.0,0.0,0.0,2022-03-05
1518,06:00:00,5.3,88,0.0,0.0,0.0,2022-03-05
1519,07:00:00,5.2,87,0.0,0.0,0.0,2022-03-05
1520,08:00:00,5.3,86,0.0,0.0,0.0,2022-03-05
1521,09:00:00,5.7,85,0.0,0.0,0.0,2022-03-05
1522,10:00:00,6.2,81,0.0,0.0,0.0,2022-03-05
1523,11:00:00,6.7,78,0.0,0.0,0.0,2022-03-05
1524,12:00:00,7.2,74,0.0,0.0,0.0,2022-03-05
1525,13:00:00,8.0,71,0.0,0.0,0.0,2022-03-05
1526,14:00:00,8.0,69,0.0,0.0,0.0,2022-03-05
1527,15:00:00,7.7,70,0.0,0.0,0.0,2022-03-05
1528,16:00:00,7.2,74,0.0,0.0,0.0,2022-03-05
1529,17:00:00,6.7,77,0.0,0.0,0.0,2022-03-05
1530,18:00:00,6.3,80,0.0,0.0,0.0,2022-03-05
1531,19:00:00,6.2,84,0.1,0.1,0.0,2022-03-05
1532,20:00:00,6.1,89,0.5,0.5,0.0,2022-03-05
1533,21:00:00,4.6,89,0.3,0.3,0.0,2022-03-05
1534,22:00:00,4.0,90,0.3,0.3,0.0,2022-03-05
1535,23:00:00,3.9,87,0.1,0.1,0.0,2022-03-05
1536,00:00:00,3.7,88,0.0,0.0,0.0,2022-03-06
1537,01:00:00,3.2,86,0.0,0.0,0.0,2022-03-06
1538,02:00:00,2.6,84,0.0,0.0,0.0,2022-03-06
1539,03:00:00,2.7,81,0.0,0.0,0.0,2022-03-06
1540,04:00:00,2.9,81,0.0,0.0,0.0,2022-03-06
1541,05:00:00,3.2,80,0.0,0.0,0.0,2022-03-06
1542,06:00:00,3.5,75,0.0,0.0,0.0,2022-03-06
1543,07:00:00,3.3,72,0.0,0.0,0.0,2022-03-06
1544,08:00:00,4.0,70,0.0,0.0,0.0,2022-03-06
1545,09:00:00,4.7,70,0.0,0.0,0.0,2022-03-06
1546,10:00:00,5.5,67,0.1,0.1,0.0,2022-03-06
1547,11:00:00,5.6,62,0.0,0.0,0.0,2022-03-06
1548,12:00:00,6.6,53,0.0,0.0,0.0,2022-03-06
1549,13:00:00,7.0,56,0.1,0.1,0.0,2022-03-06
1550,14:00:00,7.1,57,0.0,0.0,0.0,2022-03-06
1551,15:00:00,7.0,56,0.0,0.0,0.0,2022-03-06
1552,16:00:00,6.7,58,0.0,0.0,0.0,2022-03-06
1553,17:00:00,6.0,60,0.0,0.0,0.0,2022-03-06
1554,18:00:00,4.4,66,0.0,0.0,0.0,2022-03-06
1555,19:00:00,4.5,66,0.0,0.0,0.0,2022-03-06
1556,20:00:00,4.1,68,0.0,0.0,0.0,2022-03-06
1557,21:00:00,3.1,75,0.0,0.0,0.0,2022-03-06
1558,22:00:00,2.7,79,0.0,0.0,0.0,2022-03-06
1559,23:00:00,2.5,84,0.0,0.0,0.0,2022-03-06
1560,00:00:00,2.9,88,0.0,0.0,0.0,2022-03-07
1561,01:00:00,3.0,86,0.0,0.0,0.0,2022-03-07
1562,02:00:00,3.4,86,0.0,0.0,0.0,2022-03-07
1563,03:00:00,3.5,88,0.0,0.0,0.0,2022-03-07
1564,04:00:00,3.5,87,0.0,0.0,0.0,2022-03-07
1565,05:00:00,3.8,83,0.0,0.0,0.0,2022-03-07
1566,06:00:00,4.0,82,0.0,0.0,0.0,2022-03-07
1567,07:00:00,3.9,84,0.0,0.0,0.0,2022-03-07
1568,08:00:00,4.9,74,0.0,0.0,0.0,2022-03-07
1569,09:00:00,5.7,66,0.0,0.0,0.0,2022-03-07
1570,10:00:00,5.8,65,0.0,0.0,0.0,2022-03-07
1571,11:00:00,5.9,62,0.0,0.0,0.0,2022-03-07
1572,12:00:00,6.6,57,0.0,0.0,0.0,2022-03-07
1573,13:00:00,6.8,56,0.0,0.0,0.0,2022-03-07
1574,14:00:00,6.5,56,0.0,0.0,0.0,2022-03-07
1575,15:00:00,6.1,57,0.0,0.0,0.0,2022-03-07
1576,16:00:00,5.2,61,0.0,0.0,0.0,2022-03-07
1577,17:00:00,4.3,64,0.0,0.0,0.0,2022-03-07
1578,18:00:00,3.4,67,0.0,0.0,0.0,2022-03-07
1579,19:00:00,3.1,69,0.0,0.0,0.0,2022-03-07
1580,20:00:00,3.0,68,0.0,0.0,0.0,2022-03-07
1581,21:00:00,2.3,65,0.0,0.0,0.0,2022-03-07
1582,22:00:00,1.8,65,0.0,0.0,0.0,2022-03-07
1583,23:00:00,1.6,67,0.0,0.0,0.0,2022-03-07
1584,00:00:00,1.2,66,0.0,0.0,0.0,2022-03-08
1585,01:00:00,0.3,72,0.0,0.0,0.0,2022-03-08
1586,02:00:00,0.1,75,0.0,0.0,0.0,2022-03-08
1587,03:00:00,0.1,78,0.0,0.0,0.0,2022-03-08
1588,04:00:00,0.2,79,0.0,0.0,0.0,2022-03-08
1589,05:00:00,0.3,82,0.0,0.0,0.0,2022-03-08
1590,06:00:00,0.4,83,0.0,0.0,0.0,2022-03-08
1591,07:00:00,0.6,82,0.0,0.0,0.0,2022-03-08
1592,08:00:00,2.6,77,0.0,0.0,0.0,2022-03-08
1593,09:00:00,4.7,72,0.0,0.0,0.0,2022-03-08
1594,10:00:00,6.8,67,0.0,0.0,0.0,2022-03-08
1595,11:00:00,8.2,65,0.0,0.0,0.0,2022-03-08
1596,12:00:00,9.3,59,0.0,0.0,0.0,2022-03-08
1597,13:00:00,10.1,58,0.0,0.0,0.0,2022-03-08
1598,14:00:00,10.6,57,0.0,0.0,0.0,2022-03-08
1599,15:00:00,10.7,58,0.0,0.0,0.0,2022-03-08
1600,16:00:00,10.0,60,0.0,0.0,0.0,2022-03-08
1601,17:00:00,9.1,62,0.0,0.0,0.0,2022-03-08
1602,18:00:00,8.1,63,0.0,0.0,0.0,2022-03-08
1603,19:00:00,8.1,63,0.0,0.0,0.0,2022-03-08
1604,20:00:00,8.5,64,0.0,0.0,0.0,2022-03-08
1605,21:00:00,8.3,71,0.0,0.0,0.0,2022-03-08
1606,22:00:00,7.9,82,0.0,0.0,0.0,2022-03-08
1607,23:00:00,7.0,90,0.0,0.0,0.0,2022-03-08
1608,00:00:00,6.3,92,0.0,0.0,0.0,2022-03-09
1609,01:00:00,6.4,92,0.0,0.0,0.0,2022-03-09
1610,02:00:00,7.4,91,0.0,0.0,0.0,2022-03-09
1611,03:00:00,8.4,87,0.0,0.0,0.0,2022-03-09
1612,04:00:00,8.4,88,0.0,0.0,0.0,2022-03-09
1613,05:00:00,8.2,90,0.0,0.0,0.0,2022-03-09
1614,06:00:00,7.8,92,0.0,0.0,0.0,2022-03-09
1615,07:00:00,8.0,90,0.0,0.0,0.0,2022-03-09
1616,08:00:00,8.6,86,0.0,0.0,0.0,2022-03-09
1617,09:00:00,9.3,79,0.0,0.0,0.0,2022-03-09
1618,10:00:00,9.8,75,0.1,0.1,0.0,2022-03-09
1619,11:00:00,10.7,68,0.0,0.0,0.0,2022-03-09
1620,12:00:00,11.8,66,0.0,0.0,0.0,2022-03-09
1621,13:00:00,11.6,66,0.0,0.0,0.0,2022-03-09
1622,14:00:00,11.7,63,0.0,0.0,0.0,2022-03-09
1623,15:00:00,11.1,66,0.0,0.0,0.0,2022-03-09
1624,16:00:00,10.8,64,0.0,0.0,0.0,2022-03-09
1625,17:00:00,10.3,68,0.0,0.0,0.0,2022-03-09
1626,18:00:00,8.7,75,0.0,0.0,0.0,2022-03-09
1627,19:00:00,8.2,77,0.0,0.0,0.0,2022-03-09
1628,20:00:00,8.8,75,0.0,0.0,0.0,2022-03-09
1629,21:00:00,9.8,72,0.0,0.0,0.0,2022-03-09
1630,22:00:00,10.3,72,0.0,0.0,0.0,2022-03-09
1631,23:00:00,10.4,71,0.0,0.0,0.0,2022-03-09
1632,00:00:00,9.5,71,0.0,0.0,0.0,2022-03-10
1633,01:00:00,9.1,72,0.0,0.0,0.0,2022-03-10
1634,02:00:00,8.5,75,0.0,0.0,0.0,2022-03-10
1635,03:00:00,7.6,79,0.0,0.0,0.0,2022-03-10
1636,04:00:00,7.7,80,0.0,0.0,0.0,2022-03-10
1637,05:00:00,8.0,80,0.0,0.0,0.0,2022-03-10
1638,06:00:00,9.0,76,0.0,0.0,0.0,2022-03-10
1639,07:00:00,9.5,74,0.0,0.0,0.0,2022-03-10
1640,08:00:00,9.8,75,0.0,0.0,0.0,2022-03-10
1641,09:00:00,10.7,77,0.0,0.0,0.0,2022-03-10
1642,10:00:00,12.9,71,0.0,0.0,0.0,2022-03-10
1643,11:00:00,13.5,71,0.0,0.0,0.0,2022-03-10
1644,12:00:00,13.0,71,0.0,0.0,0.0,2022-03-10
1645,13:00:00,14.2,68,0.0,0.0,0.0,2022-03-10
1646,14:00:00,13.8,68,0.0,0.0,0.0,2022-03-10
1647,15:00:00,14.2,66,0.0,0.0,0.0,2022-03-10
1648,16:00:00,13.9,67,0.0,0.0,0.0,2022-03-10
1649,17:00:00,12.4,72,0.0,0.0,0.0,2022-03-10
1650,18:00:00,10.1,80,0.0,0.0,0.0,2022-03-10
1651,19:00:00,11.4,73,0.0,0.0,0.0,2022-03-10
1652,20:00:00,11.5,75,0.0,0.0,0.0,2022-03-10
1653,21:00:00,10.5,83,0.0,0.0,0.0,2022-03-10
1654,22:00:00,10.0,83,0.0,0.0,0.0,2022-03-10
1655,23:00:00,10.6,77,0.0,0.0,0.0,2022-03-10
1656,00:00:00,10.9,73,0.0,0.0,0.0,2022-03-11
1657,01:00:00,10.3,75,0.0,0.0,0.0,2022-03-11
1658,02:00:00,9.0,80,0.0,0.0,0.0,2022-03-11
1659,03:00:00,8.5,83,0.0,0.0,0.0,2022-03-11
1660,04:00:00,8.5,85,0.0,0.0,0.0,2022-03-11
1661,05:00:00,8.1,87,0.0,0.0,0.0,2022-03-11
1662,06:00:00,8.0,87,0.0,0.0,0.0,2022-03-11
1663,07:00:00,8.6,84,0.0,0.0,0.0,2022-03-11
1664,08:00:00,10.1,78,0.0,0.0,0.0,2022-03-11
1665,09:00:00,11.7,70,0.0,0.0,0.0,2022-03-11
1666,10:00:00,11.2,75,0.0,0.0,0.0,2022-03-11
1667,11:00:00,12.3,71,0.0,0.0,0.0,2022-03-11
1668,12:00:00,11.9,70,0.1,0.1,0.0,2022-03-11
1669,13:00:00,11.1,74,0.1,0.1,0.0,2022-03-11
1670,14:00:00,11.8,75,0.2,0.2,0.0,2022-03-11
1671,15:00:00,11.2,86,1.3,1.3,0.0,2022-03-11
1672,16:00:00,10.3,90,1.0,1.0,0.0,2022-03-11
1673,17:00:00,10.4,89,0.1,0.1,0.0,2022-03-11
1674,18:00:00,9.5,89,0.1,0.1,0.0,2022-03-11
1675,19:00:00,8.9,90,0.0,0.0,0.0,2022-03-11
1676,20:00:00,8.7,89,0.0,0.0,0.0,2022-03-11
1677,21:00:00,8.8,88,0.0,0.0,0.0,2022-03-11
1678,22:00:00,8.7,88,0.3,0.3,0.0,2022-03-11
1679,23:00:00,8.6,87,0.1,0.1,0.0,2022-03-11
1680,00:00:00,7.8,90,0.0,0.0,0.0,2022-03-12
1681,01:00:00,8.0,89,1.2,1.2,0.0,2022-03-12
1682,02:00:00,7.9,89,0.1,0.1,0.0,2022-03-12
1683,03:00:00,7.5,88,0.0,0.0,0.0,2022-03-12
1684,04:00:00,7.4,88,0.0,0.0,0.0,2022-03-12
1685,05:00:00,7.2,89,0.0,0.0,0.0,2022-03-12
1686,06:00:00,6.8,90,0.0,0.0,0.0,2022-03-12
1687,07:00:00,6.7,87,0.0,0.0,0.0,2022-03-12
1688,08:00:00,8.0,83,0.0,0.0,0.0,2022-03-12
